Category,Url,Product Title,SKU,Price,Save percent,Product list price,Image url,Product details,UPC,Available Options,Manufacturer Resources,Product Gallery,About the Manufacturer,Collection
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-006106-hinge-set-for-urinal-cover-without-soft-closure.html,Duravit 006106 Hinge-Set for Urinal Cover without Soft Closure 0061060000 0061061000 0061063000 0061065100,0061061000,$29.31,None%,$0.00,https://www.kbauthority.com/images/T/314/logo-7681.png,"Duravit 006106 Hinge-Set for Urinal Cover without Soft Closure
	Duravit has been the Proud Recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.
Features:
		Hinge-Set
		For Urinal Cover
		Without Soft Closure
Available Finishes:
		White
		Chrome
		Polished Brass
		Gold
SKU: 0061060000 0061061000 0061063000 0061065100",04021534004346,"0061061000
Chrome 
$29.31
0061063000
Gold 
$62.00
0061065100
Polished Brass 
$43.40
0061060000
White 
$46.50",,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-006107-hinges-pair-for-urinal-cover-caro.html,Duravit 006107 Hinges (Pair) for Urinal Cover Caro 0061070000 0061071000 0061074000 0061075100,0061074000,$21.70,38%,$35.00,https://www.kbauthority.com/images/T/314/logo-7682.png,"Duravit 006107 Hinges (Pair) for Urinal Cover Caro
	Duravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.
Features:
		Hinges (Pair) for Urinal Cover Caro
Available Finishes:
		White
		Chrome
		Polished Brass
		Black
SKU: 0061070000 0061071000 0061074000 0061075100",04021534004407,"0061074000
Black 
$21.70
0061071000
Chrome 
$35.06
0061075100
Polished Brass 
$55.80
0061070000
White 
$40.30",,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-006108-hinges-pair-for-seat-and-cover-1930.html,Duravit 006108 Hinges (Pair) for Seat and Cover 1930 0061081000 0061085100,0061081000,$35.06,None%,$0.00,https://www.kbauthority.com/images/T/314/logo-7683.png,"Duravit 006108 Hinges (Pair) for Seat and Cover 1930
	Duravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.
Features:
		Hinges (Pair) for Seat and Cover 1930
Available Finishes:
		Chrome
		Polished Brass
SKU: 0061081000 0061085100",04021534004438,"0061081000
Chrome 
$35.06
0061085100
Polished Brass 
$62.00",,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-006109-hinges-pair-for-seat-and-cover-caro.html,Duravit 006109 Hinges (Pair) for Seat and Cover Caro 0061090000 0061091000 0061094000 0061095100,0061091000,$32.19,None%,$0.00,https://www.kbauthority.com/images/T/314/logo-7684.png,"Duravit 006109 Hinges (Pair) for Seat and Cover Caro
	Duravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.
Features:
		Hinges (Pair) for Seat and Cover Caro
Available Finishes:
		White
		Chrome
		Polished Brass
		Black
SKU: 0061090000 0061091000 0061094000 0061095100",04021534004483,"0061094000
Black 
$40.30
0061091000
Chrome 
$32.19
0061095100
Polished Brass 
$52.30
0061090000
White 
$49.43",,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0061101000-hinge-set-for-seat-and-cover-without-soft-closure-in-stainless-steel.html,Duravit 0061101000 Hinge-Set for Seat and Cover without Soft Closure in Stainless Steel,0061101000,$60.93, 24%,$80.00,https://www.kbauthority.com/images/T/314/logo-7685.png,"Duravit 0061101000 Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelSKU: 0061101000",04021534004513,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0061101099-hinge-set-for-seat-and-cover-without-soft-closure-in-stainless-steel.html,Duravit 0061101099 Hinge-Set for Seat and Cover without Soft Closure in Stainless Steel,0061101099,$37.20, 38%,$60.00,https://www.kbauthority.com/images/T/314/logo-7686.png,"Duravit 0061101099 Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelSKU: 0061101099",04021534959301,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0061111000-hinge-set-for-urinal-cover-without-soft-closure-in-stainless-steel.html,Duravit 0061111000 Hinge-Set for Urinal Cover without Soft Closure in Stainless Steel,0061111000,$52.30, 20%,$65.00,https://www.kbauthority.com/images/T/314/logo-7687.png,"Duravit 0061111000 Hinge-Set for Urinal Cover without Soft Closure in Stainless SteelDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinge-Set for Urinal Cover without Soft Closure in Stainless SteelSKU: 0061111000",04021534004520,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0061121000-hinge-set-for-seat-and-cover-without-soft-closure-in-stainless-steel.html,Duravit 0061121000 Hinge-Set for Seat and Cover without Soft Closure in Stainless Steel,0061121000,$35.06,0%,$0,https://www.kbauthority.com/images/T/314/logo-7688.png,"Duravit 0061121000 Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelSKU: 0061121000",04021534244834,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0061121094-hinge-set-for-seat-and-cover-without-soft-closure-in-stainless-steel.html,Duravit 0061121094 Hinge-Set for Seat and Cover without Soft Closure in Stainless Steel,0061121094,$12.40, 38%,$20.00,https://www.kbauthority.com/images/T/314/logo-7689.png,"Duravit 0061121094 Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelSKU: 0061121094",04021534908125,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0061121095-hinges-pair-for-s-and-c-starck-3-in-stainless-steel.html,Duravit 0061121095 Hinges (Pair) for S&C Starck 3 in Stainless Steel,0061121095,$9.30, 38%,$15.00,https://www.kbauthority.com/images/T/314/logo-7690.png,"Duravit 0061121095 Hinges (Pair) for S&C Starck 3 in Stainless SteelDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinges (Pair) for S&C Starck 3 in Stainless SteelSKU: 0061121095",04021534439902,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0061130000-hinge-set-for-seat-and-cover-without-soft-closure.html,Duravit 0061130000 Hinge-Set for Seat and Cover without Soft Closure,0061130000,$29.31,0%,$0,https://www.kbauthority.com/images/T/314/logo-7691.png,"Duravit 0061130000 Hinge-Set for Seat and Cover without Soft ClosureDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinge-Set for Seat and Cover without Soft ClosureSKU: 0061130000",04021534004537,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0061140000-hinge-set-for-seat-and-cover-without-soft-closure-in-stainless-steel.html,Duravit 0061140000 Hinge-Set for Seat and Cover without Soft Closure in Stainless Steel,0061140000,$18.60, 38%,$30.00,https://www.kbauthority.com/images/T/314/logo-7692.png,"Duravit 0061140000 Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelSKU: 0061140000",04021534004544,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0061151000-hinges-pair-for-seat-and-cover-medici-in-stainless-steel.html,Duravit 0061151000 Hinges (Pair) for Seat and Cover Medici in Stainless Steel,0061151000,$18.60, 38%,$30.00,https://www.kbauthority.com/images/T/314/logo-7693.png,"Duravit 0061151000 Hinges (Pair) for Seat and Cover Medici in Stainless SteelDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinges (Pair) for Seat and Cover Medici in Stainless SteelSKU: 0061151000",04021534004551,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0061181000-hinge-set-for-seat-and-cover-without-soft-closure-in-stainless-steel.html,Duravit 0061181000 Hinge-Set for Seat and Cover without Soft Closure in Stainless Steel,0061181000,$21.70, 38%,$35.00,https://www.kbauthority.com/images/T/314/logo-7694.png,"Duravit 0061181000 Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelSKU: 0061181000",04021534170355,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0061191000-hinge-set-for-seat-and-cover-without-soft-closure-in-stainless-steel.html,Duravit 0061191000 Hinge-Set for Seat and Cover without Soft Closure in Stainless Steel,0061191000,$35.06,0%,$0,https://www.kbauthority.com/images/T/314/logo-7695.png,"Duravit 0061191000 Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinge-Set for Seat and Cover without Soft Closure in Stainless SteelSKU: 0061191000",04021534225055,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0061201000-hinges-pair-for-seat-and-cover.html,Duravit 0061201000 Hinges (Pair) for Seat and Cover,0061201000,$40.81,  9%,$45.00,https://www.kbauthority.com/images/T/314/logo-7696.png,"Duravit 0061201000 Hinges (Pair) for Seat and CoverDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinges (Pair) for Seat and CoverSKU: 0061201000",04021534225062,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-006122-hinges-pair-for-seat-and-cover-1930-new-in-chrome.html,Duravit 006122 Hinges (Pair) for Seat and Cover 1930 New in Chrome,0061225100,$46.55,15%,$55.00,https://www.kbauthority.com/images/T/314/logo-7697.png,"Duravit 006122 Hinges (Pair) for Seat and Cover 1930 New in ChromeDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Hinges (Pair) for Seat and Cover 1930 New in ChromeSKU: 006122",04021534280412,"0061221000
Chrome 
$66.68
0061225100
Polished Brass 
$46.55",,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
