Website,SKU,Link(from where we get info),Name,Type of product,Model/Color,Material,Price,Promo Price,Description of a product (romantic),Size,Info from the file,Width,Depth,Height,Weight,Bullet1,Bullet2,Bullet3,Bullet4,Bullet5,Bullet6,Bullet7,Bullet8,Bullet9,Bullet10,Bullet11,Bullet12,Bullet13,Bullet14,Bullet15,Name of the document1,Downloads1,Name of the document2,Downloads2,Image1,Image2,Image3,Image4,Image5,Image6,Image7,Image8,Image9,Image10
https://ofminc.com/,ESS-6060-BLU,https://ofminc.com/products/ofm-ess-6060-gaming-chair,OFM Essentials Collection Racing Style SofThread Leather High Back Office Chair (ESS-6060),Chair,Blue,,164.16,,"<p>The OFM Essentials Collection Racing Style SofThread Leather High Back Office Chair features materials that provide superior luxury and comfort. The seating experience is elevated by the premium thread stitched diamond pattern.
</p>",,http://images.salsify.com/image/upload/s--aqrw7G2M--/vhtfmbyntfzgznrsy5tl.pdf,,,,,Materials and make provide superior luxury and comfort,Heat pressed diamond pattern,"Contoured, segmented ultra-plush padding",SofThread leather,Integrated headrest,Integrated lumbar support,Padded arms for all-day support and comfort,Center-tilt mechanism rotates to recline the chair,Tilt tension controls the rate and ease of recline,Pneumatic height adjustment,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--jGu2czgA--/g3znbdytijqlynszaytt.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--aqrw7G2M--/vhtfmbyntfzgznrsy5tl.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/fjigsxgb7pnpi3a1tfln_large.jpg?v=1607697782,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/g5av46yvieejreq31d2w_4be17066-0afd-476f-babc-6b1b7e3631f7_large.jpg?v=1607697782,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/zvrc5gitubksfebebqvz_large.jpg?v=1607697782,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/teesocu5hcifq6bzp1t7_large.jpg?v=1607697782,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/viahxgpcuyomx3ieovqy_large.jpg?v=1607697782,,,,,
https://ofminc.com/,ESS-6060-WHT,https://ofminc.com/products/ofm-ess-6060-gaming-chair,OFM Essentials Collection Racing Style SofThread Leather High Back Office Chair (ESS-6060),Chair,White,,164.16,,"<p>The OFM Essentials Collection Racing Style SofThread Leather High Back Office Chair features materials that provide superior luxury and comfort. The seating experience is elevated by the premium thread stitched diamond pattern.
</p>",,http://images.salsify.com/image/upload/s--aqrw7G2M--/vhtfmbyntfzgznrsy5tl.pdf,,,,,Materials and make provide superior luxury and comfort,Heat pressed diamond pattern,"Contoured, segmented ultra-plush padding",SofThread leather,Integrated headrest,Integrated lumbar support,Padded arms for all-day support and comfort,Center-tilt mechanism rotates to recline the chair,Tilt tension controls the rate and ease of recline,Pneumatic height adjustment,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--jGu2czgA--/g3znbdytijqlynszaytt.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--aqrw7G2M--/vhtfmbyntfzgznrsy5tl.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/bjs4ostzv1j9zeesuqjn_large.jpg?v=1607697782,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/q4xducbsctoi09yzd8e4_1b78a35c-6a49-433b-af2a-ed8ac23e78ba_large.jpg?v=1607697782,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/k1ewz4mnpf9ertbwyd0q_large.jpg?v=1607697782,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/bb80bueuoac08phuabmx_large.jpg?v=1607697782,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/k4n2isvqejzq1zwu9exq_large.jpg?v=1607697782,,,,,
https://ofminc.com/,ESS-6060-RED,https://ofminc.com/products/ofm-ess-6060-gaming-chair,OFM Essentials Collection Racing Style SofThread Leather High Back Office Chair (ESS-6060),Chair,Red,,164.16,,"<p>The OFM Essentials Collection Racing Style SofThread Leather High Back Office Chair features materials that provide superior luxury and comfort. The seating experience is elevated by the premium thread stitched diamond pattern.
</p>",,http://images.salsify.com/image/upload/s--aqrw7G2M--/vhtfmbyntfzgznrsy5tl.pdf,,,,,Materials and make provide superior luxury and comfort,Heat pressed diamond pattern,"Contoured, segmented ultra-plush padding",SofThread leather,Integrated headrest,Integrated lumbar support,Padded arms for all-day support and comfort,Center-tilt mechanism rotates to recline the chair,Tilt tension controls the rate and ease of recline,Pneumatic height adjustment,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--jGu2czgA--/g3znbdytijqlynszaytt.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--aqrw7G2M--/vhtfmbyntfzgznrsy5tl.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/rd5xyc9bvjqlofuzqlqc_large.jpg?v=1607697782,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/pd1ohe6fbmngmm5bw8dr_5156dce0-ee95-4a50-90f4-063805f60c99_large.jpg?v=1607697782,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/xfw05dnslvucz1n4p1ed_large.jpg?v=1607697782,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/z9xlx5zhdwkfmiqtytbm_large.jpg?v=1607697782,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/hjecidzwdfu5bx2e9kjp_large.jpg?v=1607697782,,,,,
https://ofminc.com/,ESS-3002,https://ofminc.com/products/ofm-ess-3002-office-task-chair,OFM Essentials Series Armless Mesh Office Chair (ESS-3002),Chair,Black,,33.85,,"<p>The OFM Essentials Collection is where quality meets value. This armless mesh task chair is a must have for any workspace. Perfect for home office use, the adjustable chair easily adapts to multiple users.
</p>",,http://images.salsify.com/image/upload/s--8EtlkP16--/crqzltg2npjybed8h4vx.pdf,,,,,Breathable mesh seat back conforms to your upper body and helps keep you cooler,Pneumatic seat adjustment makes it easy to find the right height for nearly anyone,360 degree swivel control allows for freedom of movement in any direction,Computer desk chair features a 5 star base for stability,Task chair provides mobility with 5 dual wheel casters,Holds 275 lbs and is backed by the OFM Limited Lifetime Warranty,This ergonomic chair meets or exceeds industry standards for safety and durability,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--P4c8u1PG--/pr9c7xzf9rfiacnyu3tq.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--8EtlkP16--/crqzltg2npjybed8h4vx.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ixepvwowrwbtd1dwen95_large.jpg?v=1602702925,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/b81lrecpuh7ehqqa8osv_e29b06e9-69ff-4730-9487-699d8a6eae8c_large.jpg?v=1603311027,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/npfvckkxojzigj3zi3gw_6ff0c013-38d2-4fd3-bc0f-3cc048c54973_large.jpg?v=1603311027,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/limp0c9avklac9kk3ji2_fdeb3cc9-cf9c-4eaa-b611-87cff0b8ef83_large.jpg?v=1603311027,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/swdcuwvjq7rj4g66blga_cbadc1a1-af4d-4291-9b14-2b67c32e2125_large.jpg?v=1603311027,,,,,
https://ofminc.com/,ESS-6033-BLK,https://ofminc.com/products/ofm-ess-6033-executive-office-chair,OFM Essentials Series Ergonomic Executive Bonded Leather Office Chair (ESS-6033),Chair,Black,,184.32,,"<p>The OFM Essentials Collection is where quality meets value. This ergonomic Executive Bonded Leather Office Chair will feel like your home office throne. This computer desk chair features plush memory foam and lumbar support.
</p>",,http://images.salsify.com/image/upload/s--eBPciDZc--/up7liuhwbcwzq4uaxhxo.pdf,,,,,"Desk chair features plush, memory foam to keep you comfortable all day",Lumbar support is spring-loaded for lots of support where you need it,"Control paddles are located on the seat, making seat adjustments easier",This desk chair's tilt recline allows for customized seat back comfort,Computer desk chair with fixed loop padded arms,"Wheeled, 5 star base for stability and ease of movement",Holds 275 lbs and is backed by the OFM Limited Lifetime Warranty,This ergonomic office chair meets or exceeds industry standards for safety and durability,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--PFt2UCYd--/m7lpshqo1p4c77pnbzew.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--eBPciDZc--/up7liuhwbcwzq4uaxhxo.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/qevdrapl3hrv6xo4pujm_large.jpg?v=1602703002,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/j1dftl6oqt6iecxq8suz_81a463f8-6f1b-4c2d-a2cb-bfc5373700b8_large.jpg?v=1603311285,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/wrscohssc57gmsjhiklt_e6ee5105-8bc9-4699-8420-d791e6392a51_large.jpg?v=1603311285,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/sejhxjcaq6066pbcaghj_d6f0fb04-b7c5-4d8f-ba63-2bfebf638402_large.jpg?v=1603311285,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/tuslo0azrmdncblvepu6_6ab56ec2-a801-453c-8f54-2dc26237b140_large.jpg?v=1603311285,,,,,
https://ofminc.com/,ESS-6046-BRN,https://ofminc.com/products/ofm-ess-6046-executive-office-chair,OFM Essentials Series Ergonomic Executive Bonded Leather Office Chair (ESS-6046),Chair,Brown,,192.24,,"<p>The OFM Essentials Collection is where quality meets value. This ergonomic Executive Bonded Leather Office Chair will feel like your home office throne. This computer desk chair features plush memory foam and adjustable lumbar support.
</p>",,http://images.salsify.com/image/upload/s--w_0xV3g_--/ozrvvwiaxyiqxz3u2gmx.pdf,,,,,"Desk chair features plush, memory foam to keep you comfortable all day",The adjustable lumbar support allows you to always find a comfortable position,"Control paddles are located on the seat, making seat adjustments easier",This desk chair's tilt recline allows for customized seat back comfort,"Computer desk chair with height adjustable, padded arms","Wheeled, 5 star base for stability and ease of movement",Holds 275 lbs and is backed by the OFM Limited Lifetime Warranty,This ergonomic office chair meets or exceeds industry standards for safety and durability,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--6TQd-MVx--/gnl452wdzsm1eeq04elr.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--w_0xV3g_--/ozrvvwiaxyiqxz3u2gmx.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/odl5ygsm8fzugf5d7ggt_large.jpg?v=1603392105,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/tbzqeyemswmtc22syrj7_large.jpg?v=1603392105,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/smv3qfmtipirdjzbt6i2_large.jpg?v=1603392265,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/jbqfsaj8yuyjggi8qjgq_large.jpg?v=1603392265,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/wzpp5medvmvapib5adpa_large.jpg?v=1603392265,,,,,
https://ofminc.com/,ESS-6046-BLK,https://ofminc.com/products/ofm-ess-6046-executive-office-chair,OFM Essentials Series Ergonomic Executive Bonded Leather Office Chair (ESS-6046),Chair,Black,,192.24,,"<p>The OFM Essentials Collection is where quality meets value. This ergonomic Executive Bonded Leather Office Chair will feel like your home office throne. This computer desk chair features plush memory foam and adjustable lumbar support.
</p>",,http://images.salsify.com/image/upload/s--w_0xV3g_--/ozrvvwiaxyiqxz3u2gmx.pdf,,,,,"Desk chair features plush, memory foam to keep you comfortable all day",The adjustable lumbar support allows you to always find a comfortable position,"Control paddles are located on the seat, making seat adjustments easier",This desk chair's tilt recline allows for customized seat back comfort,"Computer desk chair with height adjustable, padded arms","Wheeled, 5 star base for stability and ease of movement",Holds 275 lbs and is backed by the OFM Limited Lifetime Warranty,This ergonomic office chair meets or exceeds industry standards for safety and durability,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--6TQd-MVx--/gnl452wdzsm1eeq04elr.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--w_0xV3g_--/ozrvvwiaxyiqxz3u2gmx.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/akdl95ef9wzajkkbsest_large.jpg?v=1603392265,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/dexiag7ilm9gfidessvb_large.jpg?v=1603392265,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/cc1zo3fueowplqk8akph_large.jpg?v=1603392265,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ujvsnguzcubcxytjskou_large.jpg?v=1603392265,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/mlgqcytvyfuuuspqyd7f_large.jpg?v=1603392265,,,,,
https://ofminc.com/,ESS-3051,https://ofminc.com/products/ofm-ess-3051-office-task-chair,OFM Essentials Series Ergonomic Mesh Office Chair (ESS-3051),Chair,Black,,151.2,,"<p>The OFM Essentials Collection is where quality meets value. This mesh task chair, with adjustable arms, is a must have for any workspace. Perfect for home office or small business use, the versatile computer desk chair easily adapts to multiple users.
</p>",,http://images.salsify.com/image/upload/s--oZwIubui--/oz6ubhjhg3mrxnxium1u.pdf,,,,,Breathable mesh seat back conforms to your upper body and helps keep you cooler,Height adjustable arms ergonomically conform to your needs,Independent back angle adjustment helps reduce pressure on the lower spine,Back height adjustment adapts chair to fit various body sizes,Task chair provides mobility with 5 dual wheel casters,Backed by the OFM Limited Lifetime Warranty,This ergonomic chair meets or exceeds industry standards for safety and durability,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--2PiflQSR--/sauxk8hj5oxekgkywnnk.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--oZwIubui--/oz6ubhjhg3mrxnxium1u.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/byejck6doigsmyx0shhg_large.jpg?v=1602702946,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/vxaxwuqougspiknf3o4s_bfa61496-f800-4388-ba44-51d02f4247d7_large.jpg?v=1603311092,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/gl7wil81f4wbod1k7tsk_f843d398-1725-4ace-b8d8-c9a95a9074ec_large.jpg?v=1603311092,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ytdotapeyyeykwkeo2fa_70b26bb6-f76f-46dc-8c20-5fd55e3e3147_large.jpg?v=1603311092,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/neqc59wc3f8uvij1jxhm_077ba408-e241-4bba-9977-8245529ca085_large.jpg?v=1603311092,,,,,
https://ofminc.com/,ESS-3003,https://ofminc.com/products/ofm-ess-3003-office-task-chair,OFM Essentials Series Mesh Office Chair (ESS-3003),Chair,Black,,39.25,,"<p>The OFM Essentials Collection is where quality meets value. This mesh task chair, with fixed arms, is a must have for any workspace. Perfect for home office use, the adjustable chair easily adapts to multiple users.
</p>",,http://images.salsify.com/image/upload/s--gApCj0rt--/mzcv8xiaammqaxc960az.pdf,,,,,Breathable mesh seat back conforms to your upper body and helps keep you cooler,Pneumatic seat adjustment makes it easy to find the right height for nearly anyone,Center-tilt and tilt-tension controls adjust chair and seat back recline for comfort,360 degree swivel control allows for freedom of movement in any direction,Computer desk chair features fixed arms and a 5 star base for stability,Task chair provides mobility with 5 dual wheel casters,Holds 275 lbs and is backed by the OFM Limited Lifetime Warranty,This ergonomic chair meets or exceeds industry standards for safety and durability,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--xPB8PrPh--/ohkgwaq5hys00zaxi3jh.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--gApCj0rt--/mzcv8xiaammqaxc960az.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/kyc0zausucedhryglapz_large.jpg?v=1602702927,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/a4r2bwmsj1nhzadi9qps_aa8d3b38-2890-4ff7-bae9-cfb5ef715678_large.jpg?v=1603311035,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/pvbjhfugjbplwejqbw5b_9df0e4a6-3077-43aa-aa67-104764e1522b_large.jpg?v=1603311035,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/vl5luawtbkejndgczjgz_23ddb47a-6cbd-4211-9136-e3f609e85b25_large.jpg?v=1603311035,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ut2ed355lyckhso5quxr_856321c3-7570-4abf-95ac-b1012b527c8e_large.jpg?v=1603311035,,,,,
https://ofminc.com/,525-BLK,https://ofminc.com/products/ofm-525-office-task-chair,"OFM Full Mesh Office Chair with Headrest, Lumbar Support (525)",Chair,Black,,203.04,,"<p>The OFM Full Mesh Office Chair features a mesh seat and back that allow for maximum air circulation for a cool and comfortable task chair experience that works in any office climate.
</p>",,http://images.salsify.com/image/upload/s--9rbxvZ-M--/gkmrdmk6fapdvmrckswh.pdf,,,,,Full mesh seat and back,Height adjustable arms,Adjustable lumbar support,Waterfall seat edge promotes better leg circulation,Adjustable headrest,Silver accents add a sophisticated touch,Swivel tilt,Pneumatic height adjustment,Full BIFMA Certification,Five-star base is molded from reinforced resin and has 360-degree swivel,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--qBUl9kz0--/jg6ifux7cadhpbzmh9ws.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--9rbxvZ-M--/gkmrdmk6fapdvmrckswh.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ijwe5tjwgi1fgkhzoxfi_large.jpg?v=1602702801,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/tpm1omprtqolrxv9os8d_large.jpg?v=1603290538,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/y4z27s9kh1k9mlbgzyvw_large.jpg?v=1603290538,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/atrwwnnpnap2twrokup6_large.jpg?v=1603290538,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/sbgpkjy9oc38y94lssze_large.jpg?v=1603290538,,,,,
https://ofminc.com/,HF-CASTER,https://ofminc.com/products/ofm-hf-caster,OFM HF-CASTER Soft Casters,,Black,,23.04,,"<p>Soft casters easily snap into the bottom of the chair base and are great for protecting floors from scuff marks.
</p>",,,,,,,Durable plastic,Smooth rolling,For use on noncarpeted surfaces,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/yjvqvst39ms0wvjhn3vr_large.jpg?v=1617825716,,,,,,,,,
https://ofminc.com/,821-NCKL-PU606NT,https://ofminc.com/products/ofm-821-nt-guest-accent-chair,OFM InterPlay Series Single Seat Chair (821),Chair,Nickel/Black,,222.22,463.32,"<p>Satisfy your guests' needs with the OFM InterPlay Series Single Seat Chair. This fully upholstered chair features a contemporary design that will complement any reception area or conference room.
</p>",,http://images.salsify.com/image/upload/s--Yks90MLs--/wxgku5hi0dwqsvjhegha.pdf,,,,500 lb ,Contemporary design coordinates well with any environment,Plush seat is constructed of molded seat foam,"Seat back in fabric, chair in PVC-free polyurethane",PVC-free vinyl fabric is antimicrobial,"Seat has 2 wooden feet, 2 lockable casters, and a built-in handle",500 lb weight capacity and is backed by the OFM Limited Lifetime Warranty,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--LwmVH8ch--/cswninabj1fbij2yjzl5.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--Yks90MLs--/wxgku5hi0dwqsvjhegha.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/xyulasdcufs0uazrnlzz_cf4edd58-a126-40b8-b101-310a2d191e16_large.jpg?v=1603394700,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/mnghasfuc4mx1e7hbjsv_large.jpg?v=1603394700,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/stsoaxxwimgf1fjdsog5_b7a952c6-d454-47b2-8d43-88308e8e3849_large.jpg?v=1603394700,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/rg4voegqskqsbizxphjg_6ef7bd88-2886-4cfa-b0a8-92dc2914735d_large.jpg?v=1603394700,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/z4csubl3dqdzkn0vwn4c_6e255960-1565-4607-ab4f-bbe05ba179a9_large.jpg?v=1603394700,,,,,
https://ofminc.com/,821-PU606NT,https://ofminc.com/products/ofm-821-nt-guest-accent-chair,OFM InterPlay Series Single Seat Chair (821),Chair,Black,,283.50,463.32,"<p>Satisfy your guests' needs with the OFM InterPlay Series Single Seat Chair. This fully upholstered chair features a contemporary design that will complement any reception area or conference room.
</p>",,http://images.salsify.com/image/upload/s--Yks90MLs--/wxgku5hi0dwqsvjhegha.pdf,,,,500 lb ,Contemporary design coordinates well with any environment,Plush seat is constructed of molded seat foam,"Seat back in fabric, chair in PVC-free polyurethane",PVC-free vinyl fabric is antimicrobial,"Seat has 2 wooden feet, 2 lockable casters, and a built-in handle",500 lb weight capacity and is backed by the OFM Limited Lifetime Warranty,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--LwmVH8ch--/cswninabj1fbij2yjzl5.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--Yks90MLs--/wxgku5hi0dwqsvjhegha.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/fya3wl39aityarho3san_large.jpg?v=1603394700,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/wag0htzuyygjrbgmksv1_8fd4ec4a-b41a-4d86-aa65-85f3a296816a_large.jpg?v=1603394700,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/datj82m6xsvnnlwbpptv_e375b548-aec8-484d-b8bb-51d22baa1a9c_large.jpg?v=1603394700,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ehytol1hhgbbkotts025_2ec233fb-58b9-4b81-b672-9a0c175ac838_large.jpg?v=1603394700,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ncfimngoxnzxofzanjff_0c5dd4c4-f225-4344-af70-a846835fd36f_large.jpg?v=1603394700,,,,,
https://ofminc.com/,821-N-606-BRONZ,https://ofminc.com/products/ofm-821-guest-accent-chair,OFM InterPlay Series Single Seat Chair with Bronze Tablet (821-N),Chair,Nickel/Black/Bronze,,399.24,,"<p>Satisfy your guests' needs with the OFM InterPlay Series Single Seat Chair with Bronze Tablet. This fully upholstered chair features a 3/4"" thick adjustable laminate tablet that provides a desk surface whenever you need it.
</p>",,http://images.salsify.com/image/upload/s--Yks90MLs--/wxgku5hi0dwqsvjhegha.pdf,,,,500 lb ,Contemporary design coordinates well with any environment,"Features a 3/4"" thick adjustable laminate tablet desk in Bronze",Laminate tablet desk swivels and can be removed,Plush seat is constructed of molded seat foam,"Seat back in fabric, chair in PVC-free polyurethane",PVC-free vinyl fabric is antimicrobial,Seat has 4 lockable casters and a built-in handle,500 lb weight capacity and is backed by the OFM Limited Lifetime Warranty,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--FPafkmJ6--/ino6k3on6sydwmzurz71.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--Yks90MLs--/wxgku5hi0dwqsvjhegha.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ai0bhfpcklk07cbrfxl3_4adc0530-329f-4c8f-9b62-954d361eb663_large.jpg?v=1602702838,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/guyynlie2jfhc93cbojt_large.jpg?v=1602857598,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/fobaawllepuimnwo2ajb_large.jpg?v=1602857598,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/u1agpilvhvee3fzn8jig_large.jpg?v=1602857598,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/guyynlie2jfhc93cbojt_831e54fd-816e-4eb2-9f6c-46ffa819c944_large.jpg?v=1603310748,,,,,
https://ofminc.com/,821-PU606-BRONZ,https://ofminc.com/products/ofm-821-guest-accent-chair,OFM InterPlay Series Single Seat Chair with Bronze Tablet (821-N),Chair,Black/Bronze,,399.24,,"<p>Satisfy your guests' needs with the OFM InterPlay Series Single Seat Chair with Bronze Tablet. This fully upholstered chair features a 3/4"" thick adjustable laminate tablet that provides a desk surface whenever you need it.
</p>",,http://images.salsify.com/image/upload/s--Yks90MLs--/wxgku5hi0dwqsvjhegha.pdf,,,,500 lb ,Contemporary design coordinates well with any environment,"Features a 3/4"" thick adjustable laminate tablet desk in Bronze",Laminate tablet desk swivels and can be removed,Plush seat is constructed of molded seat foam,"Seat back in fabric, chair in PVC-free polyurethane",PVC-free vinyl fabric is antimicrobial,Seat has 4 lockable casters and a built-in handle,500 lb weight capacity and is backed by the OFM Limited Lifetime Warranty,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--FPafkmJ6--/ino6k3on6sydwmzurz71.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--Yks90MLs--/wxgku5hi0dwqsvjhegha.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/xp8uccx0effctaww0kih_large.jpg?v=1603394457,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ayuwrluplyjr4wqmuj70_dd52d3f8-91c5-43e1-a78d-0f9ef163062d_large.jpg?v=1603394457,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/kf6b8uyf7y07pxbaxnoi_dc96adb9-4fc6-429e-b15f-6b95bfd42ecd_large.jpg?v=1603394457,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/gtwvz4fhtahdvcmytqto_c15914ed-b89a-4181-b9cc-a91f673453c3_large.jpg?v=1603394457,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/aikmcgngrputghoxfwck_74f08c88-c46b-4e0b-a491-0b01f3216d5d_large.jpg?v=1603394457,,,,,
https://ofminc.com/,821-PU606-TNGST,https://ofminc.com/products/ofm-821-guest-accent-chair,OFM InterPlay Series Single Seat Chair with Bronze Tablet (821-N),Chair,Black/Tungsten,,463.32,,"<p>Satisfy your guests' needs with the OFM InterPlay Series Single Seat Chair with Bronze Tablet. This fully upholstered chair features a 3/4"" thick adjustable laminate tablet that provides a desk surface whenever you need it.
</p>",,http://images.salsify.com/image/upload/s--Yks90MLs--/wxgku5hi0dwqsvjhegha.pdf,,,,500 lb ,Contemporary design coordinates well with any environment,"Features a 3/4"" thick adjustable laminate tablet desk in Bronze",Laminate tablet desk swivels and can be removed,Plush seat is constructed of molded seat foam,"Seat back in fabric, chair in PVC-free polyurethane",PVC-free vinyl fabric is antimicrobial,Seat has 4 lockable casters and a built-in handle,500 lb weight capacity and is backed by the OFM Limited Lifetime Warranty,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--FPafkmJ6--/ino6k3on6sydwmzurz71.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--Yks90MLs--/wxgku5hi0dwqsvjhegha.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ubphwxizq0lsmw8jztjg_large.jpg?v=1603394457,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/lzbht8j6lgynb750qvn2_6bc78877-be5a-4f14-8306-260b57485322_large.jpg?v=1603394457,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/jfg8ray5yxy30t7av1oy_da2cb287-59a1-4afe-be00-72243180a9b5_large.jpg?v=1603394457,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/zgeulxxjta9fqdxkjzzx_72f96153-0171-432a-9e8f-c5845952168c_large.jpg?v=1603394457,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/imozh7y9qsidzwm4oamw_e4337bee-089d-4994-8b94-a6935ed40c8e_large.jpg?v=1603394457,,,,,
